0.034776400000000,Async Serial,0x19
0.034780080000000,Async Serial,0x81
0.034783760000000,Async Serial,0x03
0.034787360000000,Async Serial,0x07
0.034809760000000,Async Serial,0x00
0.034813360000000,Async Serial,0x94
0.034817040000000,Async Serial,0x11
0.034820720000000,Async Serial,0x00
0.034824720000000,Async Serial,0x00
0.034828400000000,Async Serial,0x0F
0.034832080000000,Async Serial,0x00
0.034835760000000,Async Serial,0x33
0.035628720000000,Async Serial,0x19
0.035632400000000,Async Serial,0x81
0.035636080000000,Async Serial,0x03
0.035639760000000,Async Serial,0x07
0.035658720000000,Async Serial,0x00
0.035662400000000,Async Serial,0x94
0.035666080000000,Async Serial,0x10
0.035669760000000,Async Serial,0x00
0.035673760000000,Async Serial,0x00
0.035677360000000,Async Serial,0x00
0.035681040000000,Async Serial,0x00
0.035684720000000,Async Serial,0xD6
0.038147760000000,Async Serial,0x19
0.038151440000000,Async Serial,0x81
0.038155040000000,Async Serial,0x03
0.038158720000000,Async Serial,0x07
0.038179760000000,Async Serial,0x00
0.038183440000000,Async Serial,0x94
0.038187040000000,Async Serial,0x12
0.038190720000000,Async Serial,0x00
0.038194720000000,Async Serial,0x00
0.038198400000000,Async Serial,0x00
0.038202080000000,Async Serial,0x00
0.038205760000000,Async Serial,0xB0
0.093562560000000,Async Serial,0x19
0.093566240000000,Async Serial,0x81
0.093569920000000,Async Serial,0x03
0.093573520000000,Async Serial,0x38
0.093604560000000,Async Serial,0x00
0.093608240000000,Async Serial,0x92
0.093611920000000,Async Serial,0x00
0.093615520000000,Async Serial,0x31
0.093619520000000,Async Serial,0x00
0.093623200000000,Async Serial,0x00
0.093626880000000,Async Serial,0x07
0.093630560000000,Async Serial,0x53
0.093634560000000,Async Serial,0x30
0.093638240000000,Async Serial,0x65
0.093641920000000,Async Serial,0x90
0.093645520000000,Async Serial,0x00
0.093649520000000,Async Serial,0x80
0.093653200000000,Async Serial,0x00
0.093656880000000,Async Serial,0x31
0.093660560000000,Async Serial,0x87
0.093664560000000,Async Serial,0x82
0.093668240000000,Async Serial,0x00
0.093671920000000,Async Serial,0x00
0.093675520000000,Async Serial,0x00
0.093679520000000,Async Serial,0xA0
0.093683200000000,Async Serial,0x32
0.093686880000000,Async Serial,0x00
0.093690560000000,Async Serial,0xFE
0.093694560000000,Async Serial,0x08
0.093698240000000,Async Serial,0x6F
0.093701920000000,Async Serial,0x0C
0.093705520000000,Async Serial,0x94
0.093709520000000,Async Serial,0x01
0.093713200000000,Async Serial,0xB2
0.093716880000000,Async Serial,0xFF
0.093720560000000,Async Serial,0x27
0.093724560000000,Async Serial,0x01
0.093728240000000,Async Serial,0x29
0.093731920000000,Async Serial,0x00
0.093735520000000,Async Serial,0x86
0.093739520000000,Async Serial,0x08
0.093743200000000,Async Serial,0xD5
0.093746880000000,Async Serial,0x0C
0.093750560000000,Async Serial,0x93
0.093754560000000,Async Serial,0x01
0.093758240000000,Async Serial,0x95
0.093761920000000,Async Serial,0xFF
0.093765520000000,Async Serial,0xAB
0.093769520000000,Async Serial,0x01
0.093773200000000,Async Serial,0xBE
0.093776880000000,Async Serial,0xFE
0.093780560000000,Async Serial,0x25
0.093784560000000,Async Serial,0x09
0.093788240000000,Async Serial,0x2A
0.093791920000000,Async Serial,0x0F
0.093795520000000,Async Serial,0x19
0.093799520000000,Async Serial,0x02
0.093803200000000,Async Serial,0x3F
0.093806880000000,Async Serial,0xFF
0.093810560000000,Async Serial,0x7A
0.093814560000000,Async Serial,0x01
0.108718240000000,Async Serial,0x19
0.108721920000000,Async Serial,0x81
0.108725600000000,Async Serial,0x03
0.108729280000000,Async Serial,0x38
0.108752640000000,Async Serial,0x00
0.108756240000000,Async Serial,0x92
0.108759920000000,Async Serial,0x00
0.108763600000000,Async Serial,0x31
0.108767600000000,Async Serial,0x00
0.108771280000000,Async Serial,0x00
0.108774960000000,Async Serial,0xB7
0.108778560000000,Async Serial,0xA6
0.108782560000000,Async Serial,0x30
0.108786240000000,Async Serial,0x68
0.108789920000000,Async Serial,0x90
0.108793600000000,Async Serial,0x00
0.108797600000000,Async Serial,0x80
0.108801280000000,Async Serial,0x00
0.108804960000000,Async Serial,0x31
0.108808560000000,Async Serial,0xC7
0.108812560000000,Async Serial,0x82
0.108816240000000,Async Serial,0x00
0.108819920000000,Async Serial,0x00
0.108823600000000,Async Serial,0x00
0.108827600000000,Async Serial,0xA0
0.108831280000000,Async Serial,0xD5
0.108834960000000,Async Serial,0xFF
0.108838560000000,Async Serial,0x72
0.108842560000000,Async Serial,0x08
0.108846240000000,Async Serial,0x25
0.108849920000000,Async Serial,0x0E
0.108853600000000,Async Serial,0x22
0.108857600000000,Async Serial,0x01
0.108861280000000,Async Serial,0xD4
0.108864960000000,Async Serial,0x00
0.108868560000000,Async Serial,0x9A
0.108872560000000,Async Serial,0x00
0.108876240000000,Async Serial,0x06
0.108879920000000,Async Serial,0x00
0.108883600000000,Async Serial,0x1B
0.108887600000000,Async Serial,0x07
0.108891280000000,Async Serial,0x76
0.108894960000000,Async Serial,0x0D
0.108898560000000,Async Serial,0xF6
0.108902560000000,Async Serial,0x00
0.108906240000000,Async Serial,0xC6
0.108909920000000,Async Serial,0x00
0.108913600000000,Async Serial,0x8F
0.108917600000000,Async Serial,0x00
0.108921280000000,Async Serial,0x0E
0.108924960000000,Async Serial,0x00
0.108928560000000,Async Serial,0x58
0.108932560000000,Async Serial,0x06
0.108936240000000,Async Serial,0x25
0.108939920000000,Async Serial,0x0E
0.108943600000000,Async Serial,0x85
0.108947600000000,Async Serial,0x00
0.108951280000000,Async Serial,0x53
0.108954960000000,Async Serial,0x00
0.108958560000000,Async Serial,0x92
0.108962560000000,Async Serial,0x00
0.123692960000000,Async Serial,0x19
0.123696640000000,Async Serial,0x81
0.123700320000000,Async Serial,0x03
0.123704000000000,Async Serial,0x38
0.123728000000000,Async Serial,0x00
0.123731680000000,Async Serial,0x92
0.123735280000000,Async Serial,0x00
0.123738960000000,Async Serial,0x31
0.123742960000000,Async Serial,0x00
0.123746640000000,Async Serial,0x00
0.123750320000000,Async Serial,0x02
0.123754000000000,Async Serial,0x7D
0.123758000000000,Async Serial,0x30
0.123761680000000,Async Serial,0x6B
0.123765280000000,Async Serial,0x90
0.123768960000000,Async Serial,0x00
0.123772960000000,Async Serial,0x00
0.123776640000000,Async Serial,0x00
0.123780320000000,Async Serial,0x32
0.123784000000000,Async Serial,0x97
0.123788000000000,Async Serial,0x82
0.123791680000000,Async Serial,0x00
0.123795280000000,Async Serial,0x00
0.123798960000000,Async Serial,0x00
0.123802960000000,Async Serial,0xA0
0.123806640000000,Async Serial,0x68
0.123810320000000,Async Serial,0x00
0.123814000000000,Async Serial,0x36
0.123818000000000,Async Serial,0x0A
0.123821680000000,Async Serial,0xD9
0.123825280000000,Async Serial,0x0B
0.123828960000000,Async Serial,0xFE
0.123832960000000,Async Serial,0x00
0.123836640000000,Async Serial,0x6F
0.123840320000000,Async Serial,0x00
0.123844000000000,Async Serial,0xBB
0.123848000000000,Async Serial,0x00
0.123851680000000,Async Serial,0x03
0.123855280000000,Async Serial,0x00
0.123858960000000,Async Serial,0x1D
0.123862960000000,Async Serial,0x0A
0.123866640000000,Async Serial,0x7D
0.123870320000000,Async Serial,0x0D
0.123874000000000,Async Serial,0x4A
0.123878000000000,Async Serial,0x01
0.123881680000000,Async Serial,0x6F
0.123885280000000,Async Serial,0x00
0.123888960000000,Async Serial,0xD1
0.123892960000000,Async Serial,0x00
0.123896640000000,Async Serial,0x8E
0.123900320000000,Async Serial,0xFF
0.123904000000000,Async Serial,0xA6
0.123908000000000,Async Serial,0x09
0.123911600000000,Async Serial,0xEE
0.123915280000000,Async Serial,0x0E
0.123918960000000,Async Serial,0x42
0.123922960000000,Async Serial,0x01
0.123926640000000,Async Serial,0x96
0.123930320000000,Async Serial,0x00
0.123934000000000,Async Serial,0xB8
0.123938000000000,Async Serial,0x00
0.138693680000000,Async Serial,0x19
0.138697360000000,Async Serial,0x81
0.138701040000000,Async Serial,0x03
0.138704720000000,Async Serial,0x38
0.138728720000000,Async Serial,0x00
0.138732320000000,Async Serial,0x92
0.138736000000000,Async Serial,0x00
0.138739680000000,Async Serial,0x31
0.138743680000000,Async Serial,0x00
0.138747360000000,Async Serial,0x00
0.138751040000000,Async Serial,0x11
0.138754720000000,Async Serial,0x7C
0.138758720000000,Async Serial,0x21
0.138762320000000,Async Serial,0x6E
0.138766000000000,Async Serial,0x80
0.138769680000000,Async Serial,0x00
0.138773680000000,Async Serial,0x00
0.138777360000000,Async Serial,0x00
0.138781040000000,Async Serial,0x32
0.138784720000000,Async Serial,0x77
0.138788720000000,Async Serial,0x82
0.138792320000000,Async Serial,0x00
0.138796000000000,Async Serial,0x00
0.138799680000000,Async Serial,0x00
0.138803680000000,Async Serial,0x90
0.138807360000000,Async Serial,0x82
0.138811040000000,Async Serial,0x02
0.138814720000000,Async Serial,0x03
0.138818720000000,Async Serial,0x48
0.138822320000000,Async Serial,0x01
0.138826000000000,Async Serial,0x02
0.138829680000000,Async Serial,0x7C
0.138833680000000,Async Serial,0xBB
0.138837360000000,Async Serial,0x8A
0.138841040000000,Async Serial,0x9C
0.138844720000000,Async Serial,0x67
0.138848720000000,Async Serial,0x31
0.138852320000000,Async Serial,0x01
0.138856000000000,Async Serial,0x01
0.138859680000000,Async Serial,0x00
0.138863680000000,Async Serial,0x00
0.138867360000000,Async Serial,0x00
0.138871040000000,Async Serial,0x00
0.138874720000000,Async Serial,0x00
0.138878720000000,Async Serial,0x00
0.138882320000000,Async Serial,0x00
0.138886000000000,Async Serial,0x00
0.138889680000000,Async Serial,0x00
0.138893680000000,Async Serial,0x00
0.138897360000000,Async Serial,0x00
0.138901040000000,Async Serial,0x00
0.138904720000000,Async Serial,0x00
0.138908720000000,Async Serial,0x00
0.138912320000000,Async Serial,0x00
0.138916000000000,Async Serial,0x00
0.138919680000000,Async Serial,0x00
0.138923680000000,Async Serial,0x00
0.138927360000000,Async Serial,0x00
0.138931040000000,Async Serial,0x00
0.138934720000000,Async Serial,0x00
0.138938720000000,Async Serial,0x00
0.153694720000000,Async Serial,0x19
0.153698400000000,Async Serial,0x81
0.153702080000000,Async Serial,0x03
0.153705760000000,Async Serial,0x38
0.153732080000000,Async Serial,0x00
0.153735760000000,Async Serial,0x92
0.153739360000000,Async Serial,0x00
0.153743040000000,Async Serial,0x31
0.153746720000000,Async Serial,0x00
0.153750400000000,Async Serial,0x00
0.153754080000000,Async Serial,0xB7
0.153757760000000,Async Serial,0xA6
0.153761360000000,Async Serial,0x30
0.153765040000000,Async Serial,0x71
0.153768720000000,Async Serial,0x80
0.153772400000000,Async Serial,0x00
0.153776080000000,Async Serial,0x00
0.153779760000000,Async Serial,0x00
0.153783360000000,Async Serial,0x32
